Experiment ID                :  onemax
Problem Type                 :  PD
Data Input File Name         :  NA
Number of Runs               :  50
Generations per Run          :  200
Population Size              :  500
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  1
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  1
Size of Genes                :  8


 R  14	 G  60	      4	      4.393	      0.227	
 R  14	 G  61	      4	      4.398	      0.212	
 R  14	 G  62	      4	      4.381	      0.236	
 R  14	 G  63	      5	      4.403	      0.227	
 R  14	 G  64	      4	      4.383	      0.227	
 R  14	 G  65	      5	      4.401	      0.235	
 R  14	 G  66	      4	      4.409	      0.212	
 R  14	 G  67	      4	      4.404	      0.227	
 R  14	 G  68	      5	      4.389	      0.223	
 R  14	 G  69	      4	      4.384	      0.224	
 R  14	 G  70	      5	      4.411	       0.21	
 R  14	 G  71	      4	      4.394	      0.244	
 R  14	 G  72	      4	      4.419	      0.214	
 R  14	 G  73	      4	       4.39	      0.228	
 R  14	 G  74	      4	       4.41	      0.221	
 R  14	 G  75	      4	      4.417	      0.221	
 R  14	 G  76	      4	      4.395	       0.23	
 R  14	 G  77	      4	      4.412	      0.222	
 R  14	 G  78	      4	       4.41	      0.231	
 R  14	 G  79	      4	      4.385	       0.23	
 R  14	 G  80	      4	      4.406	       0.22	
 R  14	 G  81	      5	      4.396	      0.216	
 R  14	 G  82	      4	       4.39	      0.224	
 R  14	 G  83	      4	       4.41	      0.229	
 R  14	 G  84	      4	      4.403	      0.225	
 R  14	 G  85	      4	        4.4	      0.226	
 R  14	 G  86	      5	      4.395	      0.226	
 R  14	 G  87	      4	      4.409	      0.227	
 R  14	 G  88	      4	      4.399	      0.222	
 R  14	 G  89	      4	      4.407	      0.221	
 R  14	 G  90	      4	      4.408	      0.224	
 R  14	 G  91	      4	      4.416	      0.218	
 R  14	 G  92	      4	      4.377	      0.237	
 R  14	 G  93	      4	        4.4	      0.228	
 R  14	 G  94	      4	      4.396	      0.217	
 R  14	 G  95	      5	      4.396	      0.225	
 R  14	 G  96	      4	      4.389	      0.236	
 R  14	 G  97	      4	      4.408	      0.221	
 R  14	 G  98	      5	      4.392	      0.229	
 R  14	 G  99	      4	      4.423	      0.225	
 R  14	 G 100	      4	      4.418	      0.214	
 R  14	 G 101	      4	      4.377	      0.236	
 R  14	 G 102	      5	      4.408	      0.217	
 R  14	 G 103	      4	      4.388	      0.227	
 R  14	 G 104	      4	      4.378	      0.237	
 R  14	 G 105	      4	       4.39	      0.224	
 R  14	 G 106	      4	      4.402	      0.216	
 R  14	 G 107	      4	      4.414	      0.231	
 R  14	 G 108	      4	      4.394	      0.224	
 R  14	 G 109	      5	      4.403	       0.21	
 R  14	 G 110	      4	      4.391	      0.227	
 R  14	 G 111	      4	      4.412	      0.219	
 R  14	 G 112	      4	      4.401	      0.226	
 R  14	 G 113	      4	      4.419	       0.22	
 R  14	 G 114	      4	      4.397	       0.24	
 R  14	 G 115	      4	      4.401	       0.23	
 R  14	 G 116	      4	      4.413	      0.206	
 R  14	 G 117	      4	      4.408	      0.216	
 R  14	 G 118	      4	      4.416	      0.219	
 R  14	 G 119	      4	      4.412	      0.212	
 R  14	 G 120	      4	      4.398	      0.226	
 R  14	 G 121	      4	      4.424	      0.222	
 R  14	 G 122	      4	      4.409	      0.217	
 R  14	 G 123	      4	      4.415	      0.232	
 R  14	 G 124	      4	      4.404	      0.228	
 R  14	 G 125	      4	      4.399	      0.217	
 R  14	 G 126	      4	      4.387	      0.232	
 R  14	 G 127	      4	      4.408	      0.213	
 R  14	 G 128	      5	      4.405	      0.225	
 R  14	 G 129	      4	      4.407	      0.222	
 R  14	 G 130	      4	      4.406	      0.234	
 R  14	 G 131	      4	      4.406	      0.224	
 R  14	 G 132	      4	      4.401	      0.229	
 R  14	 G 133	      4	      4.417	      0.202	
 R  14	 G 134	      4	        4.4	      0.217	
 R  14	 G 135	      4	      4.412	      0.227	
 R  14	 G 136	      4	      4.426	      0.212	
 R  14	 G 137	      4	      4.404	      0.228	
 R  14	 G 138	      4	      4.398	      0.231	
 R  14	 G 139	      4	      4.406	      0.218	
 R  14	 G 140	      4	       4.41	      0.218	
 R  14	 G 141	      4	      4.396	      0.211	
 R  14	 G 142	      4	      4.405	      0.206	
 R  14	 G 143	      4	      4.399	      0.226	
 R  14	 G 144	      4	      4.432	      0.221	
 R  14	 G 145	      4	      4.404	       0.23	
 R  14	 G 146	      4	      4.419	      0.216	
 R  14	 G 147	      4	      4.411	      0.221	
 R  14	 G 148	      5	      4.417	      0.228	
 R  14	 G 149	      5	      4.415	      0.214	
 R  14	 G 150	      4	      4.418	      0.201	
 R  14	 G 151	      4	      4.397	      0.208	
 R  14	 G 152	      5	      4.405	      0.211	
 R  14	 G 153	      4	       4.41	      0.216	
 R  14	 G 154	      4	        4.4	      0.218	
 R  14	 G 155	      4	      4.422	       0.22	
 R  14	 G 156	      4	       4.42	       0.21	
 R  14	 G 157	      4	      4.404	       0.22	
 R  14	 G 158	      4	      4.404	      0.215	
 R  14	 G 159	      4	      4.409	      0.228	
 R  14	 G 160	      4	      4.407	      0.212	
 R  14	 G 161	      4	      4.416	      0.215	
 R  14	 G 162	      4	      4.406	      0.207	
 R  14	 G 163	      4	      4.417	      0.222	
 R  14	 G 164	      4	      4.398	      0.229	
 R  14	 G 165	      4	      4.394	      0.226	
 R  14	 G 166	      4	      4.412	      0.213	
 R  14	 G 167	      5	      4.411	       0.22	
 R  14	 G 168	      4	      4.414	      0.213	
 R  14	 G 169	      4	      4.414	      0.223	
 R  14	 G 170	      4	      4.395	       0.22	
 R  14	 G 171	      5	      4.419	      0.215	
 R  14	 G 172	      4	      4.411	      0.209	
 R  14	 G 173	      4	      4.423	      0.201	
 R  14	 G 174	      4	      4.418	      0.224	
 R  14	 G 175	      5	        4.4	       0.23	
 R  14	 G 176	      4	      4.407	      0.213	
 R  14	 G 177	      4	      4.415	      0.217	
 R  14	 G 178	      5	      4.396	      0.231	
 R  14	 G 179	      5	      4.417	      0.223	
 R  14	 G 180	      4	      4.401	      0.225	
 R  14	 G 181	      5	      4.411	      0.223	
 R  14	 G 182	      4	      4.397	      0.242	
 R  14	 G 183	      4	      4.404	      0.221	
 R  14	 G 184	      4	      4.405	      0.213	
 R  14	 G 185	      4	      4.412	      0.219	
 R  14	 G 186	      4	      4.402	      0.224	
 R  14	 G 187	      4	      4.402	      0.218	
 R  14	 G 188	      4	      4.402	      0.228	
 R  14	 G 189	      4	      4.404	      0.218	
 R  14	 G 190	      4	        4.4	      0.228	
 R  14	 G 191	      4	      4.422	      0.214	
 R  14	 G 192	      4	      4.421	      0.208	
 R  14	 G 193	      4	      4.414	      0.216	
 R  14	 G 194	      4	      4.415	      0.216	
 R  14	 G 195	      5	      4.399	      0.227	
 R  14	 G 196	      4	      4.415	      0.213	
 R  14	 G 197	      4	      4.408	      0.227	
 R  14	 G 198	      4	      4.402	       0.22	
 R  14	 G 199	      4	      4.397	      0.219	
14  	   9
First move: 1 
Percent chance: 0.09216817343376042 0.03170262898686879 0.06145627203821151 0.004531741254064172 0.014812905054813637 1.0951704351373077 0.34142729302173624 0.01749609310657901 
   RawFitness:          5.08

 R  15	 G   0	      4	      4.215	      0.288	
 R  15	 G   1	      5	      4.277	      0.272	
 R  15	 G   2	      4	      4.308	      0.279	
 R  15	 G   3	      5	        4.3	      0.272	
 R  15	 G   4	      4	       4.34	      0.258	
 R  15	 G   5	      4	       4.36	      0.237	
 R  15	 G   6	      4	      4.341	      0.266	
 R  15	 G   7	      5	       4.36	      0.252	
 R  15	 G   8	      4	       4.36	      0.243	
 R  15	 G   9	      5	      4.389	      0.251	
 R  15	 G  10	      4	      4.368	      0.241	
 R  15	 G  11	      4	      4.392	      0.234	
 R  15	 G  12	      4	      4.365	      0.247	
 R  15	 G  13	      4	      4.388	      0.248	
 R  15	 G  14	      4	      4.358	      0.249	
 R  15	 G  15	      4	      4.379	      0.248	
 R  15	 G  16	      4	      4.387	      0.242	
 R  15	 G  17	      4	      4.368	      0.242	
 R  15	 G  18	      4	      4.373	      0.243	
 R  15	 G  19	      5	      4.385	      0.241	
 R  15	 G  20	      4	      4.398	      0.234	
 R  15	 G  21	      5	       4.38	      0.249	
 R  15	 G  22	      4	      4.374	      0.249	
 R  15	 G  23	      4	      4.377	      0.235	
 R  15	 G  24	      4	      4.367	      0.235	
 R  15	 G  25	      4	      4.385	      0.236	
 R  15	 G  26	      4	      4.383	      0.251	
 R  15	 G  27	      4	      4.393	      0.236	
 R  15	 G  28	      4	      4.395	      0.229	
 R  15	 G  29	      4	      4.376	       0.24	
 R  15	 G  30	      4	      4.385	      0.237	
 R  15	 G  31	      4	      4.393	      0.247	
 R  15	 G  32	      4	      4.395	      0.242	
 R  15	 G  33	      4	      4.392	      0.239	
 R  15	 G  34	      4	      4.405	      0.231	
 R  15	 G  35	      4	       4.38	      0.237	
 R  15	 G  36	      4	      4.403	      0.239	
 R  15	 G  37	      4	      4.392	      0.231	
 R  15	 G  38	      4	      4.398	      0.217	
 R  15	 G  39	      4	      4.394	      0.232	
 R  15	 G  40	      5	      4.396	       0.24	
 R  15	 G  41	      5	      4.397	      0.226	
 R  15	 G  42	      4	       4.39	      0.229	
 R  15	 G  43	      4	      4.383	      0.238	
 R  15	 G  44	      4	      4.411	      0.225	
 R  15	 G  45	      4	      4.394	      0.235	
 R  15	 G  46	      4	        4.4	      0.224	
 R  15	 G  47	      4	      4.393	      0.234	
 R  15	 G  48	      4	      4.394	       0.24	
 R  15	 G  49	      5	      4.414	      0.247	
 R  15	 G  50	      4	      4.409	       0.24	
 R  15	 G  51	      4	       4.38	      0.246	
 R  15	 G  52	      4	       4.39	      0.255	
 R  15	 G  53	      5	      4.414	       0.24	
 R  15	 G  54	      4	      4.411	      0.239	
 R  15	 G  55	      4	      4.409	      0.248	
 R  15	 G  56	      4	      4.381	      0.244	
 R  15	 G  57	      4	      4.406	      0.238	
 R  15	 G  58	      4	      4.395	      0.246	
 R  15	 G  59	      4	      4.404	      0.229	
 R  15	 G  60	      4	       4.41	       0.25	
 R  15	 G  61	      4	      4.411	      0.251	
 R  15	 G  62	      4	      4.416	      0.243	
 R  15	 G  63	      5	      4.393	      0.238	
 R  15	 G  64	      4	      4.407	      0.242	
 R  15	 G  65	      4	       4.38	      0.233	
 R  15	 G  66	      4	      4.402	      0.231	
 R  15	 G  67	      4	      4.403	      0.244	
 R  15	 G  68	      4	      4.411	      0.246	
 R  15	 G  69	      4	      4.385	      0.231	
 R  15	 G  70	      4	      4.424	      0.228	
 R  15	 G  71	      4	      4.389	      0.251	
 R  15	 G  72	      4	      4.394	      0.248	
 R  15	 G  73	      5	      4.408	      0.222	
 R  15	 G  74	      4	      4.411	      0.237	
 R  15	 G  75	      4	      4.384	      0.247	
 R  15	 G  76	      5	      4.407	      0.232	
 R  15	 G  77	      4	      4.402	      0.245	
 R  15	 G  78	      4	      4.398	      0.244	
 R  15	 G  79	      4	      4.417	      0.229	
 R  15	 G  80	      4	      4.393	      0.249	
 R  15	 G  81	      5	      4.416	      0.238	
 R  15	 G  82	      4	      4.388	      0.239	
 R  15	 G  83	      4	      4.388	      0.248	
 R  15	 G  84	      4	        4.4	      0.238	
 R  15	 G  85	      4	      4.378	      0.247	
 R  15	 G  86	      4	      4.389	      0.249	
 R  15	 G  87	      4	      4.425	      0.228	
 R  15	 G  88	      4	      4.394	      0.243	
 R  15	 G  89	      4	      4.405	      0.239	
 R  15	 G  90	      4	      4.402	      0.248	
 R  15	 G  91	      4	      4.395	      0.244	
 R  15	 G  92	      4	      4.405	      0.248	
 R  15	 G  93	      4	      4.385	      0.249	
 R  15	 G  94	      4	      4.394	       0.24	
 R  15	 G  95	      4	      4.395	       0.24	
 R  15	 G  96	      4	      4.377	       0.24	
 R  15	 G  97	      4	      4.407	      0.242	
 R  15	 G  98	      5	      4.403	      0.232	
 R  15	 G  99	      4	      4.389	      0.232	
 R  15	 G 100	      4	      4.401	      0.246	
 R  15	 G 101	      4	      4.398	      0.247	
 R  15	 G 102	      4	      4.397	      0.238	
 R  15	 G 103	      5	        4.4	      0.237	
 R  15	 G 104	      4	      4.403	      0.248	
 R  15	 G 105	      4	      4.404	      0.249	
 R  15	 G 106	      5	      4.409	      0.242	
 R  15	 G 107	      4	      4.407	       0.24	
 R  15	 G 108	      4	      4.413	      0.239	
 R  15	 G 109	      4	      4.407	      0.239	
 R  15	 G 110	      4	      4.397	      0.248	
 R  15	 G 111	      4	      4.397	      0.234	
 R  15	 G 112	      4	      4.385	       0.25	
 R  15	 G 113	      4	      4.402	      0.236	
 R  15	 G 114	      5	      4.404	      0.246	
 R  15	 G 115	      4	      4.395	      0.249	
 R  15	 G 116	      4	       4.39	      0.249	
 R  15	 G 117	      4	      4.412	      0.217	
 R  15	 G 118	      4	       4.39	       0.25	
 R  15	 G 119	      4	        4.4	      0.252	
 R  15	 G 120	      4	      4.404	      0.243	
 R  15	 G 121	      4	      4.413	      0.244	
 R  15	 G 122	      4	      4.389	      0.239	
 R  15	 G 123	      4	      4.393	      0.235	
 R  15	 G 124	      4	      4.425	      0.226	
 R  15	 G 125	      4	      4.412	      0.249	
 R  15	 G 126	      4	      4.408	      0.238	
 R  15	 G 127	      4	      4.401	      0.241	
 R  15	 G 128	      4	      4.412	      0.252	
 R  15	 G 129	      4	      4.417	      0.223	
 R  15	 G 130	      4	      4.402	      0.252	
 R  15	 G 131	      4	       4.41	      0.243	
 R  15	 G 132	      4	      4.414	      0.228	
 R  15	 G 133	      4	      4.405	      0.222	
 R  15	 G 134	      5	      4.406	      0.243	
 R  15	 G 135	      4	      4.379	      0.241	
 R  15	 G 136	      4	      4.414	      0.248	
 R  15	 G 137	      4	      4.391	      0.247	
 R  15	 G 138	      4	      4.396	      0.244	
 R  15	 G 139	      4	      4.403	      0.257	
 R  15	 G 140	      4	      4.397	      0.229	
 R  15	 G 141	      4	      4.378	      0.256	
 R  15	 G 142	      4	      4.419	      0.224	
 R  15	 G 143	      4	       4.41	       0.24	
 R  15	 G 144	      4	      4.399	      0.246	
 R  15	 G 145	      4	      4.403	      0.233	
 R  15	 G 146	      4	        4.4	      0.245	
 R  15	 G 147	      4	      4.402	      0.253	
 R  15	 G 148	      4	      4.414	      0.234	
 R  15	 G 149	      4	      4.402	      0.233	
 R  15	 G 150	      4	      4.387	      0.241	
 R  15	 G 151	      4	      4.385	      0.239	
 R  15	 G 152	      4	       4.41	      0.247	
 R  15	 G 153	      5	      4.398	      0.255	
 R  15	 G 154	      4	      4.417	      0.223	
 R  15	 G 155	      4	      4.414	      0.249	
 R  15	 G 156	      4	      4.399	      0.237	
 R  15	 G 157	      4	      4.385	       0.24	
 R  15	 G 158	      4	      4.412	      0.244	
 R  15	 G 159	      5	      4.409	      0.248	
 R  15	 G 160	      4	      4.421	       0.24	
 R  15	 G 161	      5	      4.409	      0.245	
 R  15	 G 162	      4	      4.405	      0.235	
 R  15	 G 163	      5	      4.414	      0.237	
 R  15	 G 164	      4	      4.383	      0.237	
 R  15	 G 165	      4	      4.397	      0.239	
 R  15	 G 166	      4	      4.381	      0.242	
 R  15	 G 167	      4	      4.397	      0.243	
 R  15	 G 168	      4	      4.412	      0.249	
 R  15	 G 169	      4	      4.398	      0.241	
 R  15	 G 170	      4	      4.401	       0.24	
 R  15	 G 171	      5	       4.39	      0.242	
 R  15	 G 172	      4	        4.4	      0.246	
 R  15	 G 173	      4	        4.4	      0.238	
 R  15	 G 174	      5	      4.422	      0.239	
 R  15	 G 175	      4	      4.394	      0.238	
 R  15	 G 176	      4	      4.398	      0.251	
 R  15	 G 177	      4	      4.409	      0.229	
 R  15	 G 178	      5	      4.383	      0.238	
 R  15	 G 179	      4	      4.408	      0.244	
 R  15	 G 180	      4	      4.408	      0.229	
 R  15	 G 181	      4	      4.394	      0.235	
 R  15	 G 182	      4	      4.401	      0.249	
 R  15	 G 183	      4	      4.399	      0.244	
 R  15	 G 184	      4	      4.411	       0.24	
 R  15	 G 185	      4	      4.395	      0.243	
 R  15	 G 186	      4	      4.413	      0.244	
 R  15	 G 187	      4	      4.411	      0.236	
 R  15	 G 188	      4	      4.411	       0.24	
 R  15	 G 189	      4	      4.406	      0.237	
 R  15	 G 190	      4	      4.383	      0.251	
 R  15	 G 191	      4	      4.404	      0.233	
 R  15	 G 192	      4	      4.426	       0.22	
 R  15	 G 193	      4	      4.409	      0.232	
 R  15	 G 194	      4	        4.4	      0.238	
 R  15	 G 195	      5	      4.397	      0.244	
 R  15	 G 196	      4	      4.408	      0.233	
 R  15	 G 197	      4	      4.395	       0.25	
 R  15	 G 198	      4	      4.397	       0.24	
 R  15	 G 199	      4	      4.387	      0.253	
15  	 163
First move: 1 
Percent chance: NaN NaN NaN NaN NaN NaN NaN NaN 
   RawFitness:          5.16

 R  16	 G   0	      5	      4.201	      0.291	
 R  16	 G   1	      4	      4.245	      0.289	
 R  16	 G   2	      5	      4.286	      0.291	
 R  16	 G   3	      5	      4.331	      0.262	
 R  16	 G   4	      4	      4.365	      0.252	
 R  16	 G   5	      4	      4.358	      0.244	
 R  16	 G   6	      4	      4.361	      0.245	
 R  16	 G   7	      5	      4.359	       0.25	
 R  16	 G   8	      5	      4.388	      0.239	
 R  16	 G   9	      4	      4.378	      0.242	
 R  16	 G  10	      4	      4.364	      0.249	
 R  16	 G  11	      5	      4.357	       0.25	
 R  16	 G  12	      4	      4.388	      0.228	
 R  16	 G  13	      5	      4.378	       0.25	
 R  16	 G  14	      4	      4.383	      0.245	
 R  16	 G  15	      4	      4.396	      0.233	
 R  16	 G  16	      4	      4.374	      0.253	
 R  16	 G  17	      4	      4.388	      0.236	
 R  16	 G  18	      4	      4.381	      0.242	
 R  16	 G  19	      4	      4.395	      0.241	
 R  16	 G  20	      4	       4.37	      0.227	
 R  16	 G  21	      4	      4.387	      0.237	
 R  16	 G  22	      4	      4.361	      0.242	
 R  16	 G  23	      4	      4.374	      0.247	
 R  16	 G  24	      4	       4.39	      0.236	
 R  16	 G  25	      4	      4.389	      0.238	
 R  16	 G  26	      4	      4.395	      0.233	
 R  16	 G  27	      5	      4.396	      0.238	
 R  16	 G  28	      4	      4.419	      0.222	
 R  16	 G  29	      5	      4.399	      0.232	
 R  16	 G  30	      4	      4.402	      0.222	
 R  16	 G  31	      5	      4.398	       0.23	
 R  16	 G  32	      4	      4.381	      0.229	
 R  16	 G  33	      5	      4.399	      0.226	
 R  16	 G  34	      4	      4.398	      0.222	
 R  16	 G  35	      4	      4.399	      0.229	
 R  16	 G  36	      4	      4.403	      0.223	
 R  16	 G  37	      4	      4.403	      0.232	
 R  16	 G  38	      4	      4.396	       0.23	
 R  16	 G  39	      4	      4.374	      0.231	
 R  16	 G  40	      4	      4.401	      0.231	
 R  16	 G  41	      4	      4.404	      0.229	
 R  16	 G  42	      5	      4.398	      0.235	
 R  16	 G  43	      4	      4.384	      0.234	
 R  16	 G  44	      4	       4.39	      0.235	
 R  16	 G  45	      4	      4.379	      0.245	
 R  16	 G  46	      4	        4.4	      0.224	
 R  16	 G  47	      4	       4.41	       0.22	
 R  16	 G  48	      4	      4.412	      0.227	
 R  16	 G  49	      4	      4.407	      0.238	
 R  16	 G  50	      4	      4.393	      0.227	
 R  16	 G  51	      4	      4.419	      0.236	
 R  16	 G  52	      4	      4.413	      0.234	
 R  16	 G  53	      4	      4.419	      0.242	
 R  16	 G  54	      4	      4.407	      0.236	
 R  16	 G  55	      4	      4.374	      0.248	
 R  16	 G  56	      4	      4.403	      0.243	
 R  16	 G  57	      4	      4.386	      0.241	
 R  16	 G  58	      5	      4.404	      0.254	
 R  16	 G  59	      4	      4.409	      0.246	
 R  16	 G  60	      4	      4.408	      0.239	
 R  16	 G  61	      4	      4.389	      0.226	
 R  16	 G  62	      4	      4.404	      0.232	
 R  16	 G  63	      4	      4.398	      0.246	
 R  16	 G  64	      4	      4.401	      0.235	
 R  16	 G  65	      4	      4.402	      0.239	
 R  16	 G  66	      4	      4.393	      0.243	
 R  16	 G  67	      4	      4.408	      0.227	
 R  16	 G  68	      4	      4.399	      0.242	
 R  16	 G  69	      4	      4.407	      0.234	
 R  16	 G  70	      5	      4.391	      0.247	
 R  16	 G  71	      5	      4.406	      0.232	
 R  16	 G  72	      4	      4.393	      0.256	
 R  16	 G  73	      5	      4.394	      0.244	
 R  16	 G  74	      4	      4.415	      0.236	
 R  16	 G  75	      4	      4.404	      0.236	
 R  16	 G  76	      4	      4.395	      0.243	
 R  16	 G  77	      4	      4.414	      0.236	
 R  16	 G  78	      4	      4.414	      0.234	
 R  16	 G  79	      4	      4.405	      0.229	
 R  16	 G  80	      4	      4.403	      0.238	
 R  16	 G  81	      4	      4.401	      0.242	
 R  16	 G  82	      4	      4.388	      0.245	
 R  16	 G  83	      4	        4.4	      0.235	
 R  16	 G  84	      4	      4.402	      0.236	
 R  16	 G  85	      4	      4.404	      0.248	
 R  16	 G  86	      4	      4.405	      0.248	
 R  16	 G  87	      5	      4.395	      0.239	
 R  16	 G  88	      4	      4.391	      0.234	
 R  16	 G  89	      4	      4.397	      0.246	
 R  16	 G  90	      4	      4.399	       0.25	
 R  16	 G  91	      5	      4.398	      0.248	
 R  16	 G  92	      4	      4.404	      0.247	
 R  16	 G  93	      4	      4.397	       0.25	
 R  16	 G  94	      4	      4.417	       0.24	
 R  16	 G  95	      4	        4.4	      0.244	
 R  16	 G  96	      4	      4.397	      0.248	
 R  16	 G  97	      4	       4.41	      0.235	
 R  16	 G  98	      4	      4.413	      0.232	
 R  16	 G  99	      4	      4.402	      0.238	
 R  16	 G 100	      4	      4.408	      0.232	
 R  16	 G 101	      4	      4.394	      0.245	
 R  16	 G 102	      5	      4.396	      0.247	
 R  16	 G 103	      4	      4.406	      0.239	
 R  16	 G 104	      4	       4.41	      0.233	
 R  16	 G 105	      4	      4.401	      0.234	
 R  16	 G 106	      4	      4.397	       0.25	
 R  16	 G 107	      4	      4.387	      0.242	
 R  16	 G 108	      4	      4.394	      0.252	
 R  16	 G 109	      5	      4.398	      0.252	
 R  16	 G 110	      4	      4.391	      0.235	
 R  16	 G 111	      4	       4.39	      0.236	
 R  16	 G 112	      4	      4.399	      0.248	
 R  16	 G 113	      4	      4.397	      0.241	
 R  16	 G 114	      4	      4.407	       0.25	
 R  16	 G 115	      4	      4.408	      0.237	
 R  16	 G 116	      5	      4.397	      0.232	
 R  16	 G 117	      4	      4.401	      0.249	
 R  16	 G 118	      4	      4.405	      0.238	
 R  16	 G 119	      4	      4.412	      0.248	
 R  16	 G 120	      4	        4.4	      0.247	
 R  16	 G 121	      4	      4.402	      0.239	
 R  16	 G 122	      5	      4.416	      0.245	
 R  16	 G 123	      4	      4.388	      0.234	
 R  16	 G 124	      4	      4.404	       0.24	
 R  16	 G 125	      4	      4.404	      0.247	
 R  16	 G 126	      4	      4.402	      0.235	
 R  16	 G 127	      4	      4.406	      0.237	
 R  16	 G 128	      4	      4.416	      0.253	
 R  16	 G 129	      4	      4.414	      0.239	
 R  16	 G 130	      4	      4.413	      0.236	
 R  16	 G 131	      4	      4.375	      0.243	
 R  16	 G 132	      4	      4.433	      0.228	
 R  16	 G 133	      4	      4.391	      0.248	
 R  16	 G 134	      4	      4.393	       0.24	
 R  16	 G 135	      4	      4.389	      0.229	
 R  16	 G 136	      4	      4.411	      0.231	
 R  16	 G 137	      4	      4.414	      0.239	
 R  16	 G 138	      4	      4.405	      0.244	
 R  16	 G 139	      4	      4.412	      0.232	
 R  16	 G 140	      4	      4.393	       0.24	
 R  16	 G 141	      4	      4.413	      0.246	
 R  16	 G 142	      4	      4.422	      0.241	
 R  16	 G 143	      4	      4.397	      0.238	
 R  16	 G 144	      4	      4.424	      0.237	
 R  16	 G 145	      5	      4.402	      0.235	
 R  16	 G 146	      4	      4.412	      0.235	
 R  16	 G 147	      4	      4.389	      0.241	
 R  16	 G 148	      4	      4.393	      0.246	
 R  16	 G 149	      4	      4.392	      0.253	
 R  16	 G 150	      4	      4.387	      0.241	
 R  16	 G 151	      4	      4.404	      0.237	
 R  16	 G 152	      4	      4.397	      0.224	
 R  16	 G 153	      4	      4.395	      0.236	
 R  16	 G 154	      4	      4.402	       0.24	
 R  16	 G 155	      4	      4.389	      0.252	
 R  16	 G 156	      4	       4.42	      0.238	
 R  16	 G 157	      4	      4.399	       0.24	
 R  16	 G 158	      4	      4.406	      0.232	
 R  16	 G 159	      4	      4.409	      0.233	
 R  16	 G 160	      4	      4.391	      0.237	
 R  16	 G 161	      4	      4.381	      0.239	
 R  16	 G 162	      5	      4.402	      0.246	
 R  16	 G 163	      4	      4.401	      0.244	
 R  16	 G 164	      4	      4.386	      0.238	
 R  16	 G 165	      4	      4.412	       0.24	
 R  16	 G 166	      4	      4.406	      0.247	
 R  16	 G 167	      4	      4.392	      0.244	
 R  16	 G 168	      4	      4.384	      0.242	
 R  16	 G 169	      4	      4.399	       0.24	
 R  16	 G 170	      4	      4.413	      0.238	
 R  16	 G 171	      5	      4.394	       0.24	
 R  16	 G 172	      4	      4.381	      0.241	
 R  16	 G 173	      4	      4.376	      0.255	
 R  16	 G 174	      4	      4.388	       0.23	
 R  16	 G 175	      4	        4.4	      0.242	
 R  16	 G 176	      4	      4.408	      0.246	
 R  16	 G 177	      4	      4.407	      0.246	
 R  16	 G 178	      4	      4.394	      0.242	
 R  16	 G 179	      4	      4.402	      0.248	
 R  16	 G 180	      4	      4.409	      0.236	
 R  16	 G 181	      4	      4.387	      0.252	
 R  16	 G 182	      4	      4.393	      0.238	
 R  16	 G 183	      4	      4.381	      0.236	
 R  16	 G 184	      4	      4.396	      0.237	
 R  16	 G 185	      4	       4.41	      0.239	
 R  16	 G 186	      4	        4.4	      0.231	
 R  16	 G 187	      4	      4.398	       0.25	
 R  16	 G 188	      5	      4.408	      0.257	
 R  16	 G 189	      4	      4.386	      0.255	
 R  16	 G 190	      4	      4.409	      0.242	
 R  16	 G 191	      4	       4.41	      0.233	
 R  16	 G 192	      5	      4.401	      0.241	
 R  16	 G 193	      4	      4.396	      0.237	
 R  16	 G 194	      4	       4.39	      0.222	
 R  16	 G 195	      4	      4.399	      0.241	
 R  16	 G 196	      4	      4.397	      0.229	
 R  16	 G 197	      5	      4.402	      0.239	
 R  16	 G 198	      4	      4.407	      0.247	
 R  16	 G 199	      4	      4.398	      0.247	
16  	   2
First move: 0 
Percent chance: 0.002420071720942819 9.263360363141298E-4 0.3746767857319333 0.015018888887035483 0.2733810393276877 0.32658615293209864 0.005121816627281979 0.0018689087367059942 
   RawFitness:          5.08

 R  17	 G   0	      4	      4.204	        0.3	
 R  17	 G   1	      4	      4.275	      0.265	
 R  17	 G   2	      4	      4.336	       0.28	
 R  17	 G   3	      4	      4.339	      0.264	
 R  17	 G   4	      4	      4.334	      0.264	
 R  17	 G   5	      4	      4.355	      0.247	
 R  17	 G   6	      4	       4.38	      0.241	
 R  17	 G   7	      4	      4.374	      0.225	
 R  17	 G   8	      5	      4.378	      0.244	
 R  17	 G   9	      4	      4.394	      0.227	
 R  17	 G  10	      4	      4.379	      0.236	
 R  17	 G  11	      4	      4.374	      0.248	
 R  17	 G  12	      4	      4.376	      0.245	
 R  17	 G  13	      4	      4.366	      0.248	
 R  17	 G  14	      4	      4.385	      0.237	
 R  17	 G  15	      4	      4.373	      0.239	
 R  17	 G  16	      4	      4.365	      0.249	
 R  17	 G  17	      4	      4.391	      0.246	
 R  17	 G  18	      4	      4.369	      0.243	
 R  17	 G  19	      5	       4.38	      0.234	
 R  17	 G  20	      5	      4.383	      0.241	
 R  17	 G  21	      4	      4.375	      0.247	
 R  17	 G  22	      4	      4.387	      0.248	
